Age,Income,EducationYears,EmploymentStatus,Purchase
29,40144,16,0,0
52,75960,12,0,1
33,95454,15,0,0
36,67843,15,1,1
23,70062,14,0,0
58,80727,15,1,0
31,60064,17,0,0
36,47215,12,0,0
34,93515,16,1,0
56,82285,17,1,1
57,48283,16,0,1
47,55524,16,0,1
21,61759,16,0,1
22,54620,13,1,1
21,58217,15,0,0
21,82715,15,0,1
56,44871,15,0,1
56,41980,13,0,0
54,97141,13,0,1
25,70072,16,1,1
57,82605,16,1,1
55,70840,14,1,1
34,73759,16,0,1
30,94689,13,1,1
28,50158,16,0,1
39,84817,14,0,0
42,43052,15,1,1
30,60357,16,0,0
36,82342,16,0,0
49,92265,14,0,1
27,96762,16,1,1
49,41483,17,0,1
28,70309,13,1,0
46,64296,15,1,1
50,80840,17,1,1
20,97196,15,0,0
32,66084,15,0,0
25,48666,12,0,0
42,94233,14,0,1
54,74460,14,0,0
59,57242,16,1,1
45,78686,17,1,1
32,81690,13,1,0
38,43954,13,0,0
39,57792,13,0,0
46,91752,14,1,1
42,69817,13,1,0
31,61529,14,0,1
44,87783,17,1,1
27,96966,16,0,1
42,93891,14,1,1
32,77420,12,0,1
56,85643,12,0,0
53,78566,13,1,1
22,67818,17,1,0
28,99893,15,1,0
54,93830,16,1,1
51,51616,12,1,0
53,77950,17,0,0
31,54550,16,1,1
24,91607,14,1,0
41,80708,12,0,1
26,43138,12,0,1
59,65516,12,1,1
45,94119,13,0,1
55,72953,12,0,1
40,99854,12,1,1
30,94043,13,0,1
41,76481,13,1,0
49,91309,13,0,1
52,45967,13,0,0
54,54638,12,1,0
24,82423,17,1,1
40,54319,12,1,0
50,60244,16,1,0
34,63432,13,1,1
47,59560,13,0,1
57,65872,12,0,1
33,58069,15,1,0
38,91574,15,1,0
50,94306,12,0,1
53,92184,15,0,0
35,43971,16,1,1
57,44310,17,0,0
24,68543,17,0,1
42,47010,13,0,1
33,63886,14,0,1
27,74283,16,1,1
30,68939,15,1,1
20,41408,17,0,0
23,81885,16,1,1
43,96564,17,1,1
32,55565,12,1,1
52,78835,17,1,1
38,65878,12,0,0
33,89510,13,0,1
37,85722,12,0,0
45,79802,12,0,0
51,61618,15,0,0
50,84445,16,1,1
44,58087,14,1,1
28,69879,12,1,0
40,98482,17,1,1
21,57927,14,1,0
31,71427,17,1,0
53,87020,17,1,1
30,62996,15,1,1
55,62879,15,1,1
27,75055,13,0,1
25,45127,15,0,0
34,96184,17,1,1
44,57614,15,0,0
40,62541,15,0,1
25,72361,16,0,1
55,69406,13,1,1
35,90673,14,0,0
20,50050,12,1,1
35,52153,12,0,1
26,91578,16,0,0
50,54598,16,0,1
33,75035,15,0,1
55,40745,17,0,0
28,93381,15,1,1
51,96675,17,1,1
56,68716,12,1,1
57,47782,13,0,0
48,77835,12,0,0
33,97845,12,0,1
33,41956,13,0,0
49,42721,14,1,1
35,99243,13,1,1
48,99829,14,0,0
37,96154,14,1,1
56,90969,16,0,1
36,45004,13,0,1
24,62492,12,0,1
32,40951,14,1,0
35,64008,14,1,1
30,91756,15,0,0
51,79755,16,0,1
31,88106,17,1,1
48,77377,13,1,1
46,99196,17,0,1
39,66282,14,0,1
23,98805,12,1,1
57,67154,17,1,1
23,54659,13,0,0
34,65730,12,1,0
41,88166,13,1,1
34,91080,13,1,1
44,69142,13,0,0
24,64163,15,1,1
29,80132,15,0,0
40,87786,17,0,1
43,57615,13,1,0
27,72670,16,0,0
44,71505,14,0,1
49,44798,14,0,0
22,70053,15,0,1
27,88324,12,1,1
27,65366,16,0,0
24,86707,15,1,1
51,68402,14,0,1
47,65734,16,0,1
31,86745,17,1,1
27,69654,14,1,1
21,66227,15,0,1
42,67832,16,1,1
41,76451,13,1,1
50,92165,13,0,0
47,91388,17,0,1
48,40298,13,0,0
40,57370,13,0,1
21,53574,14,0,1
51,64036,16,0,0
33,55402,12,0,1
25,63843,15,0,0
30,63220,16,0,1
30,51800,13,0,0
34,72272,15,0,1
52,86927,16,1,0
24,83677,13,0,1
46,95489,16,0,0
42,93572,17,1,1
26,68650,12,0,1
26,76473,15,0,1
26,83320,14,0,0
59,54432,17,0,1
23,63224,14,0,0
43,46675,13,1,0
22,66712,15,1,0
25,49200,12,0,0
39,63993,16,1,1
25,70386,12,1,0
31,44851,16,1,1
48,56754,15,0,0
42,86515,12,0,0
42,49963,16,1,0
50,85058,15,1,1
57,93421,13,0,1
58,89437,13,1,1
35,71501,17,0,1
44,67394,16,0,0
46,44396,13,0,1
57,40112,13,1,1
53,82369,13,0,0
41,75504,15,1,1
26,76495,12,1,0
39,47236,17,0,0
29,83235,17,0,1
40,88719,15,1,1
31,87806,13,0,0
47,72916,15,0,0
44,80417,17,0,0
35,87650,13,0,0
52,76034,14,0,1
59,85855,16,0,1
40,61118,14,0,1
54,58819,14,1,0
23,91461,17,1,1
54,54549,14,0,0
54,51885,17,1,1
30,73343,13,0,0
28,56255,12,1,0
25,53996,17,1,1
39,41675,17,1,1
22,80193,17,0,0
28,61075,14,1,1
25,74389,14,1,1
50,70570,17,1,1
34,55896,17,1,0
32,56103,13,1,1
55,74275,15,1,1
29,56370,12,0,1
43,99435,14,0,1
33,87352,14,0,0
32,83532,12,1,0
37,49467,14,0,0
28,52717,13,0,1
40,78317,17,1,1
37,88319,15,0,1
56,79809,12,0,0
45,43673,12,1,1
30,82492,16,1,0
55,86170,16,0,0
21,62495,13,1,1
29,63144,16,1,1
26,85887,14,1,1
34,42944,15,1,1
27,47306,12,0,1
42,92913,16,0,1
45,75989,16,0,1
25,59404,16,1,1
27,66159,17,1,1
46,60876,17,1,0
21,95543,17,0,1
27,90859,13,1,1
57,55783,14,0,1
56,72083,14,0,1
30,57454,13,0,1
22,55918,17,1,1
45,54310,15,1,1
50,53624,12,1,0
27,55940,12,1,1
54,57840,13,0,0
29,59554,17,1,1
58,88738,12,0,1
33,58264,15,0,1
57,40680,13,1,1
41,69320,15,1,1
39,82014,14,1,0
36,63443,16,1,1
31,94300,16,1,1
45,88487,17,1,1
27,96621,16,0,1
54,68246,14,0,1
46,93640,14,0,1
49,82894,17,1,0
29,57151,14,0,1
29,99629,16,1,1
30,95574,15,1,0
33,68981,17,0,0
43,69621,15,1,0
48,42446,16,0,0
33,64463,12,0,1
42,63346,15,1,1
54,44091,17,1,1
55,45936,15,1,1
43,61059,15,1,0
34,77954,16,1,0
43,50886,14,0,0
57,51422,17,1,1
50,92513,16,0,1
51,90038,15,1,1
55,64349,17,0,0
27,49072,15,0,0
38,78131,17,1,0
51,68244,16,0,0
26,99723,16,1,1
35,99483,14,0,1
55,45492,13,0,0
57,96936,17,0,1
36,85632,12,1,1
21,43624,14,0,0
58,54807,14,0,1
29,69604,12,0,1
23,75673,15,1,1
43,67741,16,0,0
25,99479,13,0,0
20,89852,16,0,0
26,57948,12,1,1
22,89380,13,0,0
27,51899,14,1,1
43,60618,12,1,1
52,73564,15,1,1
56,95939,13,0,0
59,93850,16,0,0
26,56127,12,1,0
28,74587,14,0,0
38,83639,13,1,0
26,59158,16,0,1
52,48917,13,0,1
34,62937,15,1,1
51,55489,16,1,1
55,43838,16,1,1
45,68527,12,1,1
32,93306,13,0,1
44,70244,13,0,1
34,59392,15,1,1
29,70941,13,1,1
42,87101,17,0,1
32,44319,14,0,1
57,94892,16,0,1
53,96598,15,0,1
24,65837,15,1,1
39,45835,17,1,0
24,61121,16,1,0
30,41333,17,0,0
31,68928,14,0,0
31,45931,17,0,1
21,92384,15,1,0
57,42167,16,0,1
24,69156,12,1,0
29,97341,13,1,0
47,68378,14,1,1
51,81488,13,0,0
40,85602,17,1,1
39,43965,12,0,0
57,74792,16,1,1
47,88708,12,0,1
42,95101,13,0,1
51,40600,14,0,1
47,93105,12,1,0
22,64003,16,0,1
54,72263,12,1,1
36,41271,15,1,0
38,96025,15,1,1
58,60128,17,1,1
23,83188,13,1,1
53,47202,14,1,0
27,47641,15,0,1
38,43150,17,1,0
26,95564,15,0,1
26,58051,16,1,1
43,78606,13,0,0
44,62207,12,0,0
20,71789,12,0,1
56,64305,16,0,0
55,86333,12,0,1
22,77193,17,0,0
41,93750,13,0,0
29,88907,16,0,1
41,65145,13,1,1
20,72415,14,1,1
20,80706,15,1,1
55,94090,14,1,1
51,49815,13,1,1
24,73423,14,1,0
28,94932,13,0,1
26,60680,14,0,0
35,69495,12,1,1
56,40007,15,1,1
42,77506,12,0,1
41,93734,13,0,1
39,72493,14,0,1
42,54238,15,0,0
27,44659,16,1,0
31,98609,14,1,1
35,44724,14,1,0
31,42894,13,1,1
29,68961,16,0,1
52,56496,13,1,1
55,68426,12,1,1
54,60763,13,1,1
24,62752,17,0,0
30,90073,16,1,1
39,98212,14,1,1
58,71007,15,1,1
44,84771,17,1,0
49,92339,17,0,1
29,62158,15,0,0
28,75060,17,0,1
40,53834,15,1,1
30,58264,17,0,1
25,90788,15,1,0
34,82461,17,1,1
45,60487,16,1,1
58,79345,16,0,1
24,59551,17,0,0
38,94643,13,1,1
30,69011,15,0,0
58,84296,14,1,1
52,77478,15,0,0
53,93619,16,0,1
50,43367,17,0,1
37,73766,13,0,0
25,98540,17,1,1
25,87216,15,1,1
28,69050,16,0,1
59,52911,12,1,1
35,50241,16,1,1
51,64985,15,1,0
44,93312,15,0,1
55,72853,12,0,1
56,80108,16,1,1
56,75593,14,1,1
27,60594,17,1,1
36,65696,12,0,1
22,63278,16,0,1
24,94233,14,0,1
53,41667,12,0,0
24,66122,14,0,1
51,98700,16,0,1
28,77962,17,0,1
31,63141,15,1,0
27,75246,12,1,1
49,67948,13,0,1
35,46704,16,0,0
52,42683,12,0,1
37,50319,15,1,1
33,64726,17,0,0
24,57897,12,1,1
57,59592,15,1,1
52,75812,16,0,1
28,99368,17,1,1
39,98424,16,0,1
22,69034,14,1,0
26,78593,14,1,1
29,98546,16,0,1
39,89812,15,0,0
42,76888,13,1,1
26,66228,13,0,0
36,83993,14,0,1
33,62465,16,0,0
36,42240,13,0,0
23,58568,14,0,1
36,92050,13,0,0
22,66148,14,1,0
31,50774,14,1,1
33,96550,12,1,1
37,54838,17,0,0
27,66706,14,1,1
35,99709,15,0,1
42,52852,14,1,1
21,81590,17,1,1
31,90522,15,0,1
51,93813,13,0,1
54,42954,14,0,0
21,72266,14,1,1
40,41972,17,1,1
41,55675,12,1,1
24,55148,12,1,0
43,64368,14,1,1
42,58771,13,0,0
54,49978,15,0,0
20,41450,12,1,1
23,97872,12,1,0
39,50471,16,1,1
55,77245,16,0,1
31,80494,16,0,0
58,94820,16,0,1
47,70190,13,1,1
38,60940,12,1,1
44,77083,13,1,1
30,45987,17,0,1
53,43088,14,1,1
37,58823,13,1,1
39,86217,12,0,0
55,81706,12,1,1
51,98169,13,0,0
27,97029,15,0,1
59,54598,14,0,1
59,65123,14,1,1
31,61104,17,0,1
58,50896,17,0,1
23,44679,12,1,0
37,91038,12,1,1
53,76461,16,1,1
21,80503,14,0,0
50,86535,15,0,0
48,57155,15,1,1
59,46191,17,1,0
21,61379,12,0,1
59,62680,15,1,1
57,64065,12,1,0
22,86213,16,0,1
26,40676,16,1,0
48,87766,13,1,1
44,91845,14,0,1
39,53109,14,0,0
35,61390,16,0,0
46,57535,13,0,0
47,50447,15,0,0
20,58597,16,0,0
47,61826,17,0,1
52,98163,12,0,1
48,93434,17,1,1
28,75138,14,0,1
31,63623,16,1,0
27,60351,14,1,0
37,48080,16,1,1
54,82004,15,1,1
27,52263,16,1,1
44,58002,14,0,0
32,93933,15,1,1
36,65961,14,0,1
43,54326,16,0,1
41,51866,14,1,1
31,65882,17,0,0
51,84238,15,0,1
33,59708,12,1,1
47,50724,14,0,1
56,74561,16,0,1
34,61068,15,0,0
22,81226,17,0,0
30,53969,17,1,0
56,50253,17,0,1
42,67825,14,0,1
28,51982,13,1,0
59,89282,14,0,1
49,73236,17,0,1
48,74573,12,0,0
39,67367,17,0,0
40,67272,15,0,1
48,79951,17,1,1
25,72276,17,1,1
45,85055,16,0,0
32,54484,17,1,0
41,75730,13,0,0
52,56903,13,1,1
23,83998,12,1,1
47,40603,16,1,1
49,73995,17,0,1
29,83522,15,1,1
53,94912,13,1,1
27,98671,17,0,1
23,60317,14,1,1
47,87402,16,1,1
21,99382,12,1,1
42,99875,16,1,1
50,82666,12,1,1
46,64092,17,0,0
21,92218,13,0,1
47,48274,16,0,1
56,48869,14,1,1
29,99401,15,0,1
28,69065,13,0,0
51,90848,14,0,1
49,77101,12,0,0
43,93151,12,0,1
30,87159,17,0,1
41,53560,12,1,1
22,71686,14,0,1
22,70799,14,1,0
33,49173,16,0,0
46,62757,14,0,0
37,48540,15,0,0
54,90731,14,0,1
32,41978,15,1,1
50,46852,12,0,1
25,53126,14,1,0
34,82335,16,0,1
41,65151,16,0,1
49,66218,14,0,1
33,90276,14,1,0
49,87215,15,1,0
23,95272,15,1,1
56,93360,12,0,1
43,87346,13,1,1
45,43995,17,1,0
59,60840,17,0,0
52,98683,12,0,1
58,69615,13,1,1
21,78743,14,1,1
36,71323,17,1,1
34,57818,13,0,0
24,66013,17,1,1
52,63809,13,1,0
28,79629,14,0,1
42,59110,14,1,1
25,88847,15,0,1
20,92474,12,0,0
41,86940,14,0,1
33,69917,15,0,1
55,87523,12,0,1
55,84492,15,0,1
52,66264,14,0,0
43,44385,13,1,1
42,96175,17,0,1
48,83242,16,1,1
32,96936,13,0,1
30,84350,14,0,0
59,95149,16,0,1
39,93311,13,1,1
31,61173,13,1,1
53,71152,14,0,1
41,88044,16,0,1
48,60645,13,1,1
42,92240,16,0,0
51,68967,17,0,1
26,76176,14,1,0
25,86906,16,0,1
46,82276,14,1,1
49,62273,16,1,1
39,60573,14,1,0
41,68757,17,0,1
33,73229,12,0,0
51,53633,16,0,1
34,78048,12,0,0
31,84832,17,0,1
28,58698,14,0,1
57,47326,16,1,1
40,89599,14,1,0
37,88675,13,1,1
38,51598,12,0,0
53,46355,12,1,1
36,73315,13,0,0
48,47990,13,0,1
39,58992,15,1,1
51,42751,16,1,1
50,41961,15,1,0
21,42341,14,1,1
38,95710,14,0,1
55,68833,14,1,1
44,65101,17,0,1
37,99925,13,0,1
43,53941,14,0,1
27,89566,17,0,1
34,55884,12,0,1
32,95731,13,0,1
29,84250,17,0,0
40,67727,16,0,0
26,67677,14,1,1
36,62599,17,1,1
39,71277,15,1,0
53,99631,15,0,0
35,57103,13,1,1
37,65994,17,1,0
54,76712,14,0,0
49,41271,16,1,1
43,69311,16,1,1
55,45201,17,0,0
32,94235,15,0,0
27,78059,17,0,1
43,73091,17,1,1
40,97612,17,0,1
23,79348,16,1,1
58,60433,16,1,1
25,71523,12,0,1
20,68579,14,0,0
45,45527,15,1,1
55,61618,15,0,0
31,76860,17,1,1
33,81011,17,1,1
34,50104,17,0,1
55,55165,16,1,1
44,40092,15,0,1
56,55172,13,1,0
43,59378,13,1,0
38,99247,12,1,1
46,85478,17,0,1
41,70917,12,0,0
33,44559,17,1,0
21,75214,12,1,1
54,59302,14,0,0
43,77943,14,0,0
42,58517,17,1,1
33,96780,12,0,1
20,84605,16,1,1
50,97003,16,0,1
38,72720,13,1,1
27,63912,15,0,0
58,69779,13,1,1
45,61370,15,0,1
30,56819,15,0,0
54,80913,14,1,1
46,88947,14,0,1
46,82683,13,1,1
27,91883,17,1,1
50,48393,14,0,1
35,91845,16,0,1
55,51250,12,1,1
40,51747,14,0,1
52,88921,16,0,0
44,68105,12,0,0
54,84625,12,1,1
27,68765,14,1,1
52,65802,13,1,1
44,98325,13,0,1
35,46641,17,1,1
59,97373,15,0,0
38,66920,12,0,1
36,81145,15,0,1
56,69337,17,0,1
55,57705,13,1,0
30,78468,15,1,1
50,82049,13,0,0
58,52986,13,1,1
38,53990,12,1,0
31,98860,12,1,1
51,85186,13,0,0
40,57888,15,0,0
34,52722,16,0,0
59,50881,16,1,1
25,71606,14,0,1
42,55790,15,1,0
32,48182,12,0,1
41,40625,13,1,1
38,89550,17,0,1
21,69073,13,1,1
58,50050,15,0,1
43,52419,14,0,0
38,99023,16,0,1
47,59925,17,1,1
49,65259,15,0,1
43,71815,15,0,1
24,45172,15,0,0
40,77403,15,0,0
31,50920,15,1,1
25,61268,16,1,1
22,70911,16,1,0
41,79157,15,1,1
39,81360,15,0,1
49,93739,13,1,1
52,90461,16,1,1
37,47785,17,1,1
34,95772,17,0,1
53,44807,13,1,1
41,89221,13,1,1
30,77383,15,0,0
39,44730,15,0,0
36,64498,12,0,0
48,65448,17,1,1
58,66789,14,0,0
36,70681,13,1,1
22,51968,15,0,0
32,75034,17,1,1
22,61616,13,1,0
36,90861,17,1,0
57,96843,15,1,1
41,97936,13,1,1
58,80468,13,0,1
59,90836,14,1,1
29,59740,15,0,1
45,78327,14,0,0
34,96305,16,0,1
33,72146,13,0,1
29,79241,12,0,1
46,82466,16,1,1
39,65923,12,0,1
27,91841,12,0,1
33,66181,14,1,1
33,82339,12,0,1
46,56787,14,1,1
22,99228,14,0,1
32,77395,15,0,1
30,80492,13,0,0
21,46194,16,1,1
27,76099,13,1,0
33,89427,14,0,1
40,98805,17,1,1
33,93749,17,0,0
53,73290,17,1,1
43,68529,14,0,1
48,81572,15,1,0
55,65059,12,0,1
55,62333,13,0,1
46,63122,15,1,1
35,70993,15,1,1
45,63402,14,1,1
52,62973,16,1,0
48,53238,13,1,0
29,99061,17,1,1
21,88988,13,1,1
37,46756,16,1,0
56,79567,16,0,0
51,65509,17,1,1
59,89910,15,0,1
28,64486,12,1,0
31,96715,17,0,1
31,45839,12,0,0
37,81194,12,0,0
57,83830,14,1,0
25,93045,12,0,0
21,79624,16,1,0
34,56317,17,0,0
28,46745,12,1,0
22,72207,12,0,0
36,87695,16,1,0
39,87424,14,0,1
41,60655,17,0,1
51,95221,14,0,1
29,62394,13,0,0
26,68392,14,1,1
52,43284,17,0,1
21,81453,13,0,0
49,98831,14,1,1
48,87017,16,1,1
50,63337,14,1,0
26,45657,14,1,1
53,41484,13,0,0
58,95760,15,1,1
20,83474,12,1,1
40,92525,14,1,1
53,68763,14,0,1
21,78937,15,0,0
58,99502,15,1,1
38,41679,13,1,0
35,70260,13,0,0
38,45412,13,0,0
53,78391,12,1,1
22,91017,15,0,1
58,67548,13,0,1
21,54120,15,1,1
47,88425,12,0,1
35,70685,14,1,1
24,64109,15,0,1
55,86602,12,1,1
31,59230,16,1,0
23,43592,17,0,0
31,47910,13,0,0
47,41156,15,1,1
50,60467,13,1,0
50,92686,15,0,1
34,76968,16,1,1
57,43480,12,1,1
34,87975,14,1,1
27,44808,12,1,1
46,56725,14,0,1
37,99537,16,0,1
52,47274,17,1,1
48,43207,16,0,1
58,49097,12,1,1
51,73640,15,0,0
53,97301,14,0,0
22,67521,13,1,1
32,69087,13,1,1
24,50649,16,1,0
47,69496,13,0,1
38,86761,17,0,0
42,42742,16,1,1
51,85276,13,0,1
48,84677,17,0,0
20,56609,12,1,1
30,41671,16,1,1
29,77488,14,1,1
42,68587,13,1,1
56,92204,15,0,0
26,74345,13,1,1
36,44300,17,1,1
38,55106,15,1,0
56,94166,14,1,1
27,80034,15,0,0
32,95154,17,0,1
57,83654,13,1,1
22,69690,14,1,0
25,98968,16,0,1
53,70508,13,0,1
31,50772,15,1,1
30,65178,16,1,1
30,90227,17,0,0
55,77755,13,1,0
32,49969,14,0,0
55,79542,12,0,0
31,89323,17,1,1
47,68099,14,0,0
36,43855,13,1,0
20,87405,13,1,1
48,72482,15,0,1
32,79644,17,0,0
57,80628,15,0,1
43,49826,13,1,1
58,58265,17,1,1
54,62912,14,1,1
21,82547,17,1,1
23,44603,15,0,1
32,71610,15,0,1
41,94918,13,0,1
20,46574,12,1,1
39,80882,15,0,0
52,54706,12,0,0
20,44482,13,0,0
38,87273,12,0,0
37,62838,17,0,0
45,41631,14,1,1
25,91869,13,1,0
28,78303,13,1,0
22,97832,17,0,1
58,79502,15,1,1
27,60140,13,1,1
53,88823,15,1,0
42,67078,16,0,1
29,97463,13,1,1
57,70090,12,0,0
39,51908,16,1,0
54,71165,16,1,1
38,48623,14,0,1
25,65153,17,0,1
27,87911,17,1,1
38,58458,17,1,1
29,62147,13,0,0
36,57637,13,0,0
21,89338,12,1,0
50,48800,13,1,0
45,93137,12,1,1
57,42935,17,1,1
33,68762,17,0,0
45,49994,16,0,0
51,54745,17,0,1
24,78057,16,1,0
54,83813,14,1,1
28,41782,14,1,0
20,98085,13,0,0
31,59744,13,0,0
37,94668,12,0,1
59,79020,15,0,1
31,44460,12,1,0
49,81512,14,1,1
53,51296,12,0,1
57,75383,17,0,1
57,95981,12,0,1
37,71989,12,0,1
58,54104,12,1,1
45,86569,17,1,1
26,58850,13,0,1
42,84839,14,1,1
22,99294,16,1,0
56,79734,16,1,1
38,80243,16,1,1
48,53037,13,0,0
22,45155,16,0,0
21,72321,16,1,1
38,59564,15,1,1
38,83387,13,1,1
22,95938,12,1,0
40,90682,17,0,1
35,53267,15,1,1
47,69401,16,1,1
43,79673,16,1,0
29,77768,16,0,1
40,89084,16,1,1
28,99874,14,0,1
46,74607,16,1,0
24,67137,14,0,0
55,69828,17,1,1
29,65925,12,1,1
30,58341,15,0,0
44,71621,16,0,1
38,47219,14,1,1
37,61319,12,0,0
46,70186,17,0,1
55,58168,16,0,1
40,47708,16,1,0
44,49845,15,1,1
58,52867,13,1,1
23,55102,12,1,1
51,86477,14,1,1
50,50917,17,1,1
25,44288,14,0,0
58,65739,13,1,1
42,97973,16,0,1
49,99732,16,1,1
49,56700,17,1,1
25,91771,13,0,0
32,70049,15,0,1
28,49373,17,0,1
34,98198,15,0,1
38,56858,17,1,0
49,94599,12,1,1
58,71201,15,1,0
46,68838,12,0,0
38,96337,12,0,1
30,93869,13,0,0
45,85849,16,1,0
22,99260,15,0,0
50,46225,16,1,1
54,53851,16,0,0
45,87578,12,1,1
26,66714,17,1,1
59,88590,13,1,1
54,55542,16,1,1
23,91166,15,1,1
32,71271,16,0,0
36,87795,17,0,1
40,68913,15,1,1
53,67494,16,0,1
31,58407,14,1,0
48,67900,16,0,1
45,94981,16,0,1
59,46008,16,0,0
39,63209,17,0,1
58,79805,12,1,1
48,46403,16,0,1
50,76412,12,0,1
31,76942,13,1,1
32,79706,13,1,1
52,40342,15,1,1
47,94392,17,0,1
37,81973,13,0,0
34,63218,15,1,1
23,98414,12,1,0
21,71690,15,1,1
34,48941,15,1,1
57,53142,14,0,0
23,79244,14,1,1
46,98707,12,1,1
57,52061,14,0,0
36,62881,12,0,0
44,90680,13,1,0
27,53040,13,1,0
30,71043,15,1,0
47,64794,16,1,1
38,53276,17,1,0
27,47727,15,1,1
34,85795,17,0,1
31,79843,14,1,0
53,45299,14,0,0
31,68873,16,1,1
35,56988,12,0,0
33,47253,12,1,0
34,75256,14,0,1
22,67662,16,1,0
58,62863,14,1,1
35,65848,12,1,0
33,99550,14,0,0
30,48691,12,1,1
52,76605,15,0,1
59,80113,12,0,1
59,44592,13,0,1
41,96123,14,1,1
41,47316,13,0,1
41,49946,17,1,0
59,68213,17,1,1
40,49339,12,1,1
32,47182,15,0,1
35,65756,15,0,1
59,84968,13,1,1
23,79900,14,1,1
32,50451,15,0,0
25,54580,17,0,1
58,41955,15,0,1
44,59971,16,0,0
55,41357,17,0,1
51,83344,16,1,1
39,91749,14,1,1
47,55435,13,1,1
36,87054,14,1,1
31,82058,14,0,1
44,55542,16,0,1
39,47257,16,0,0
40,51438,13,1,1
25,72929,13,0,0
30,85257,15,0,0
42,51098,15,1,1
50,89738,12,1,1
55,69018,16,0,0
59,67910,12,0,1
37,41385,15,0,1
23,62143,15,1,0
57,66404,13,1,1
55,84829,15,1,1
22,42451,13,0,1
24,69251,17,0,1
56,71540,14,1,0
40,55010,13,0,0
40,92328,14,0,0
49,42418,14,0,0
35,55592,12,0,0
38,68354,13,1,1
56,81971,16,0,0
21,52743,14,0,0
55,82717,13,1,1
32,44338,14,0,1
20,93431,15,0,1
29,67817,17,1,1
34,60534,16,1,0
54,74653,14,1,1
34,52054,13,0,1
28,75233,17,1,1
25,74253,12,1,1
53,41425,16,1,1
25,77127,15,0,1
55,46958,17,1,1
27,70372,16,1,1
56,95060,13,0,0
39,49706,12,0,0
54,79558,16,0,1
35,91313,13,1,0
49,47243,14,1,0
43,62446,17,0,1
49,43479,12,0,1
46,45577,14,0,1
27,49976,17,1,1
42,90293,15,1,0
41,86905,12,0,1
57,66151,12,0,1
25,47183,13,1,1
49,61772,12,1,0
48,83546,15,1,1
42,81720,13,0,0
21,91333,17,0,1
24,49573,16,0,1
42,51845,16,1,1
24,74360,14,0,1
32,77202,13,1,1
31,76237,15,0,0
59,77173,12,0,1
50,67774,12,0,0
43,54528,17,1,0
34,95285,14,1,1
49,70482,16,1,1
47,58747,17,0,1
29,56254,14,0,0
50,55900,14,1,1
27,52390,17,1,1
33,94405,13,0,0
50,75795,14,0,1
37,81041,17,0,1
23,65261,12,0,0
34,73198,14,1,1
44,62588,14,1,1
36,71718,12,0,0
51,88025,14,0,1
20,43869,14,0,1
56,61134,12,0,0
57,43834,15,1,0
26,77346,13,0,1
30,52593,15,1,1
24,49639,16,0,0
49,89099,15,0,1
43,82024,13,1,1
20,65257,13,0,1
48,74517,14,1,0
48,93592,17,0,0
30,75398,16,1,1
22,84554,13,0,0
48,42113,14,1,1
40,53586,12,0,0
53,91535,17,1,1
25,81827,17,1,0
31,77372,17,0,1
37,59916,16,0,1
31,40741,14,1,0
43,41468,16,1,1
38,94915,17,0,1
57,65013,13,1,1
35,44357,16,0,0
25,83966,15,1,1
56,50426,15,0,1
54,80011,12,1,0
38,55422,12,0,0
24,66236,14,0,1
40,41203,16,0,0
22,60397,12,0,0
39,75326,16,0,1
22,41595,17,0,0
50,88218,16,1,1
53,92769,14,1,0
29,62883,14,0,1
31,72475,16,1,1
26,70554,12,0,1
34,97382,16,1,1
38,63909,16,0,0
25,57946,17,0,1
48,56858,14,0,1
52,58990,16,0,1
22,95296,15,1,1
57,67476,17,1,1
55,68405,15,0,1
23,41092,16,0,1
30,94863,12,1,1
47,65340,13,1,0
49,69510,13,1,0
23,58267,16,0,0
49,51157,16,0,1
24,44443,13,1,1
53,82158,17,0,1
48,96919,13,1,1
27,60877,17,1,0
20,51135,12,1,1
31,63457,17,0,0
31,86718,17,0,0
42,60106,15,1,1
56,47092,17,1,1
31,55452,16,1,1
39,76915,15,1,0
34,93231,15,0,1
56,67000,13,0,0
43,84378,14,0,0
57,90976,12,1,1
38,44093,13,1,1
50,99029,15,1,1
54,81611,14,0,1
21,63891,14,1,1
57,82091,14,1,1
35,53177,17,1,1
58,55561,15,0,1
52,56874,13,0,1
51,84438,17,0,1
39,47012,17,0,1
35,88348,16,1,1
29,69301,15,1,0
27,55587,14,1,0
47,81200,14,1,1
23,67904,14,1,0
47,95513,16,0,1
39,40996,16,0,0
43,46319,17,1,0
23,71288,15,1,1
33,72078,16,1,1
24,70933,15,0,1
37,41660,15,1,1
28,41081,17,0,0
42,60191,17,0,1
24,83338,13,1,1
24,59169,12,1,1
56,41465,15,1,1
43,97380,17,0,1
41,69599,17,0,1
45,70760,16,0,1
47,81335,16,1,1
57,50374,12,1,1
29,93014,15,0,0
20,52067,13,1,1
46,94982,12,0,0
27,85315,13,1,1
40,61387,15,0,1
20,46667,13,1,1
46,60881,16,1,1
39,56634,13,0,0
40,74615,17,1,1
25,63801,15,1,1
55,72488,17,1,1
25,75650,16,1,1
54,67290,15,1,1
58,78279,13,0,1
40,83730,12,1,1
41,82993,16,1,0
48,78833,14,0,0
40,55427,15,1,1
24,84295,14,1,1
49,84796,12,1,0
20,75823,12,1,0
56,72311,14,1,1
27,50923,15,1,0
44,87038,14,0,0
54,96974,14,0,1
37,64137,15,0,0
53,84525,13,0,1
23,89683,15,1,1
